seq_name,_PolarizabilityC1,_PolarizabilityC2,_PolarizabilityC3,_SolventAccessibilityC1,_SolventAccessibilityC2,_SolventAccessibilityC3,_SecondaryStrC1,_SecondaryStrC2,_SecondaryStrC3,_ChargeC1,_ChargeC2,_ChargeC3,_PolarityC1,_PolarityC2,_PolarityC3,_NormalizedVDWVC1,_NormalizedVDWVC2,_NormalizedVDWVC3,_HydrophobicityC1,_HydrophobicityC2,_HydrophobicityC3,_PolarizabilityT12,_PolarizabilityT13,_PolarizabilityT23,_SolventAccessibilityT12,_SolventAccessibilityT13,_SolventAccessibilityT23,_SecondaryStrT12,_SecondaryStrT13,_SecondaryStrT23,_ChargeT12,_ChargeT13,_ChargeT23,_PolarityT12,_PolarityT13,_PolarityT23,_NormalizedVDWVT12,_NormalizedVDWVT13,_NormalizedVDWVT23,_HydrophobicityT12,_HydrophobicityT13,_HydrophobicityT23,_PolarizabilityD1001,_PolarizabilityD1025,_PolarizabilityD1050,_PolarizabilityD1075,_PolarizabilityD1100,_PolarizabilityD2001,_PolarizabilityD2025,_PolarizabilityD2050,_PolarizabilityD2075,_PolarizabilityD2100,_PolarizabilityD3001,_PolarizabilityD3025,_PolarizabilityD3050,_PolarizabilityD3075,_PolarizabilityD3100,_SolventAccessibilityD1001,_SolventAccessibilityD1025,_SolventAccessibilityD1050,_SolventAccessibilityD1075,_SolventAccessibilityD1100,_SolventAccessibilityD2001,_SolventAccessibilityD2025,_SolventAccessibilityD2050,_SolventAccessibilityD2075,_SolventAccessibilityD2100,_SolventAccessibilityD3001,_SolventAccessibilityD3025,_SolventAccessibilityD3050,_SolventAccessibilityD3075,_SolventAccessibilityD3100,_SecondaryStrD1001,_SecondaryStrD1025,_SecondaryStrD1050,_SecondaryStrD1075,_SecondaryStrD1100,_SecondaryStrD2001,_SecondaryStrD2025,_SecondaryStrD2050,_SecondaryStrD2075,_SecondaryStrD2100,_SecondaryStrD3001,_SecondaryStrD3025,_SecondaryStrD3050,_SecondaryStrD3075,_SecondaryStrD3100,_ChargeD1001,_ChargeD1025,_ChargeD1050,_ChargeD1075,_ChargeD1100,_ChargeD2001,_ChargeD2025,_ChargeD2050,_ChargeD2075,_ChargeD2100,_ChargeD3001,_ChargeD3025,_ChargeD3050,_ChargeD3075,_ChargeD3100,_PolarityD1001,_PolarityD1025,_PolarityD1050,_PolarityD1075,_PolarityD1100,_PolarityD2001,_PolarityD2025,_PolarityD2050,_PolarityD2075,_PolarityD2100,_PolarityD3001,_PolarityD3025,_PolarityD3050,_PolarityD3075,_PolarityD3100,_NormalizedVDWVD1001,_NormalizedVDWVD1025,_NormalizedVDWVD1050,_NormalizedVDWVD1075,_NormalizedVDWVD1100,_NormalizedVDWVD2001,_NormalizedVDWVD2025,_NormalizedVDWVD2050,_NormalizedVDWVD2075,_NormalizedVDWVD2100,_NormalizedVDWVD3001,_NormalizedVDWVD3025,_NormalizedVDWVD3050,_NormalizedVDWVD3075,_NormalizedVDWVD3100,_HydrophobicityD1001,_HydrophobicityD1025,_HydrophobicityD1050,_HydrophobicityD1075,_HydrophobicityD1100,_HydrophobicityD2001,_HydrophobicityD2025,_HydrophobicityD2050,_HydrophobicityD2075,_HydrophobicityD2100,_HydrophobicityD3001,_HydrophobicityD3025,_HydrophobicityD3050,_HydrophobicityD3075,_HydrophobicityD3100,druggable
Positive_125,0.261,0.469,0.269,0.431,0.318,0.251,0.388,0.329,0.284,0.122,0.773,0.104,0.388,0.269,0.343,0.349,0.382,0.269,0.318,0.316,0.365,0.239,0.145,0.241,0.256,0.225,0.137,0.235,0.204,0.209,0.17,0.031,0.149,0.213,0.249,0.155,0.252,0.186,0.2,0.174,0.219,0.223,2.449,26.327,58.98,78.367,98.367,0.408,23.673,47.755,72.449,100.0,0.204,24.49,47.347,73.061,99.388,0.816,22.245,46.122,75.306,100.0,0.408,28.367,50.204,71.224,98.776,0.204,23.265,57.143,75.918,99.796,0.204,26.939,51.02,72.041,98.776,0.816,23.061,47.551,74.694,100.0,0.612,22.245,48.163,77.959,99.796,4.286,24.694,42.041,68.367,96.735,0.204,23.265,49.388,75.714,100.0,0.408,30.0,54.082,71.224,94.49,0.204,20.816,45.918,73.878,100.0,0.612,22.653,53.061,77.959,99.796,0.408,29.184,51.02,72.041,98.776,0.612,23.878,53.061,76.327,99.796,0.408,24.898,48.776,72.245,100.0,0.204,24.49,47.347,73.061,99.388,0.408,28.367,50.204,71.224,98.776,0.612,23.265,58.98,76.327,99.796,0.204,20.816,45.306,73.878,100.0,1
Positive_126,0.417,0.353,0.23,0.504,0.288,0.209,0.468,0.266,0.266,0.122,0.806,0.072,0.309,0.388,0.302,0.453,0.317,0.23,0.288,0.424,0.288,0.319,0.159,0.159,0.246,0.261,0.08,0.239,0.268,0.123,0.159,0.022,0.123,0.268,0.13,0.181,0.304,0.174,0.145,0.21,0.116,0.268,5.036,17.986,44.604,67.626,98.561,1.439,26.619,53.957,71.223,99.281,0.719,30.216,53.237,77.698,100.0,1.439,21.583,44.604,70.504,99.281,2.158,32.374,64.748,79.856,100.0,0.719,15.827,45.324,60.432,98.561,0.719,21.583,46.043,78.417,100.0,1.439,25.18,48.921,73.381,98.561,7.194,32.374,50.36,64.748,93.525,2.158,25.899,43.165,77.698,100.0,0.719,23.741,48.201,70.504,99.281,19.424,23.022,61.871,75.54,93.525,0.719,24.46,49.64,73.381,99.281,5.036,17.266,43.885,60.432,98.561,2.158,30.935,62.59,79.137,100.0,5.036,19.424,43.885,67.626,98.561,1.439,24.46,58.273,79.856,99.281,0.719,30.216,53.237,77.698,100.0,2.158,32.374,64.748,79.856,100.0,5.036,17.986,44.604,61.151,98.561,0.719,24.46,48.201,73.381,99.281,1
Positive_127,0.308,0.341,0.352,0.484,0.341,0.176,0.538,0.22,0.242,0.209,0.681,0.11,0.286,0.308,0.407,0.429,0.22,0.352,0.341,0.374,0.286,0.267,0.222,0.267,0.333,0.178,0.122,0.222,0.2,0.133,0.3,0.022,0.156,0.222,0.233,0.244,0.178,0.333,0.156,0.256,0.2,0.256,6.593,19.78,35.165,68.132,94.505,4.396,18.681,48.352,70.33,96.703,1.099,37.363,56.044,79.121,100.0,4.396,17.582,36.264,67.033,96.703,2.198,32.967,53.846,79.121,100.0,1.099,39.56,56.044,82.418,97.802,1.099,23.077,47.253,73.626,100.0,4.396,15.385,38.462,67.033,96.703,7.692,25.275,50.549,68.132,94.505,2.198,31.868,53.846,79.121,100.0,1.099,18.681,43.956,71.429,97.802,24.176,25.275,57.143,70.33,95.604,1.099,13.187,28.571,63.736,96.703,6.593,19.78,47.253,72.527,94.505,2.198,37.363,56.044,79.121,100.0,6.593,21.978,49.451,74.725,96.703,4.396,13.187,32.967,63.736,95.604,1.099,37.363,56.044,79.121,100.0,2.198,32.967,53.846,79.121,100.0,6.593,21.978,49.451,73.626,97.802,1.099,13.187,28.571,63.736,96.703,1
Positive_128,0.35,0.448,0.202,0.429,0.291,0.279,0.402,0.27,0.328,0.074,0.788,0.138,0.31,0.383,0.307,0.445,0.353,0.202,0.291,0.426,0.282,0.32,0.138,0.188,0.283,0.24,0.132,0.228,0.271,0.178,0.123,0.025,0.212,0.255,0.206,0.234,0.323,0.188,0.138,0.24,0.175,0.262,0.307,27.914,51.534,73.313,99.08,0.613,22.699,50.0,77.607,100.0,1.227,22.393,45.706,70.552,99.387,0.92,26.994,51.534,75.153,99.693,0.307,22.699,44.172,70.245,99.08,1.227,21.779,50.92,79.141,100.0,0.92,26.38,48.466,72.699,99.387,3.374,26.994,52.147,79.448,99.693,0.307,20.859,46.012,71.779,100.0,1.84,23.006,41.411,70.552,98.16,0.613,25.153,50.307,76.38,100.0,0.307,19.632,46.012,69.632,99.08,0.92,25.46,50.307,76.687,99.693,2.147,27.607,51.534,76.074,100.0,0.307,21.779,44.172,70.245,99.08,0.307,26.38,50.92,73.62,100.0,0.613,22.699,49.08,77.607,99.693,1.227,22.393,45.706,70.552,99.387,0.307,22.699,44.172,70.245,99.08,2.147,26.38,51.84,76.074,100.0,0.92,22.393,50.0,77.607,99.693,1
Positive_129,0.359,0.388,0.254,0.402,0.297,0.301,0.282,0.344,0.373,0.081,0.852,0.067,0.33,0.354,0.316,0.397,0.349,0.254,0.297,0.435,0.268,0.274,0.178,0.178,0.274,0.288,0.192,0.24,0.197,0.236,0.12,0.005,0.13,0.24,0.245,0.212,0.293,0.188,0.168,0.269,0.197,0.24,1.914,17.703,52.153,74.163,99.522,0.478,26.794,46.411,76.077,100.0,5.263,23.923,48.325,71.292,95.694,0.957,22.967,46.89,74.163,100.0,0.478,21.531,43.062,71.292,97.608,1.914,28.708,54.545,76.555,99.522,0.478,25.359,53.589,78.947,98.565,0.957,27.273,48.325,69.378,100.0,2.392,19.617,47.847,74.163,99.043,9.569,24.88,61.722,71.292,95.694,0.478,25.837,48.804,75.598,100.0,2.392,7.177,43.062,58.852,88.038,0.957,25.837,46.411,75.12,100.0,1.914,28.23,53.11,74.641,99.522,0.478,21.053,37.799,71.292,97.608,1.914,24.402,51.675,73.684,99.522,0.478,22.488,44.498,77.033,100.0,5.263,23.923,48.325,71.292,95.694,0.478,21.531,43.062,71.292,97.608,1.914,28.23,52.153,74.641,99.522,0.957,22.967,46.89,76.077,100.0,1
Positive_130,0.425,0.315,0.26,0.48,0.331,0.189,0.52,0.213,0.268,0.142,0.748,0.11,0.26,0.394,0.346,0.488,0.252,0.26,0.331,0.433,0.236,0.23,0.198,0.175,0.349,0.206,0.111,0.254,0.286,0.127,0.222,0.008,0.198,0.222,0.222,0.254,0.214,0.246,0.127,0.286,0.175,0.222,2.362,29.134,52.756,77.165,96.063,0.787,23.622,40.157,66.142,93.701,1.575,18.11,46.457,81.89,100.0,1.575,29.921,48.819,75.591,96.063,0.787,25.984,59.055,77.165,100.0,3.937,16.535,28.346,55.118,96.85,0.787,20.472,50.394,75.591,100.0,1.575,21.26,39.37,67.717,96.85,3.937,27.559,51.969,74.016,95.276,3.15,19.685,62.992,83.465,100.0,0.787,22.835,45.669,70.866,96.85,4.724,29.134,55.906,77.165,95.276,1.575,20.472,40.157,70.866,96.85,2.362,25.197,48.031,74.016,96.063,0.787,25.984,59.055,79.528,100.0,2.362,27.559,51.969,77.165,96.063,0.787,23.622,37.795,66.142,88.189,1.575,18.11,46.457,81.89,100.0,0.787,25.984,59.055,77.165,100.0,2.362,22.047,47.244,74.803,96.85,1.575,20.472,42.52,70.866,93.701,1
Positive_131,0.286,0.367,0.347,0.371,0.392,0.237,0.408,0.294,0.298,0.2,0.694,0.106,0.31,0.265,0.424,0.347,0.306,0.347,0.392,0.331,0.278,0.201,0.172,0.266,0.344,0.176,0.18,0.225,0.217,0.176,0.295,0.049,0.148,0.156,0.299,0.234,0.16,0.213,0.225,0.254,0.27,0.168,1.224,35.918,55.918,77.959,100.0,2.041,24.49,42.857,68.163,99.592,0.408,20.0,50.204,74.286,98.776,1.633,24.49,49.796,80.0,100.0,0.816,22.041,46.122,71.429,99.592,0.408,26.531,54.694,74.286,98.776,0.408,21.224,46.939,70.612,100.0,2.041,26.122,47.755,77.551,99.184,1.224,26.531,54.694,74.694,99.592,0.816,19.184,50.204,73.878,96.735,0.408,24.49,51.429,74.694,100.0,9.388,25.306,37.959,59.592,96.327,0.408,23.673,44.898,77.551,99.184,1.224,37.551,55.51,75.918,100.0,0.816,21.224,46.122,73.061,99.592,1.224,37.551,55.918,76.735,100.0,2.041,22.449,35.51,68.98,99.592,0.408,20.0,50.204,74.286,98.776,0.816,22.041,46.122,71.429,99.592,1.224,34.286,54.694,74.694,100.0,0.408,23.673,44.898,77.551,99.184,1
Positive_132,0.396,0.366,0.238,0.488,0.256,0.256,0.482,0.241,0.277,0.088,0.811,0.101,0.308,0.396,0.296,0.466,0.296,0.238,0.256,0.448,0.296,0.287,0.196,0.193,0.248,0.26,0.128,0.214,0.312,0.122,0.141,0.018,0.165,0.242,0.196,0.217,0.248,0.229,0.159,0.217,0.159,0.284,0.61,17.988,48.171,71.646,97.561,0.915,30.793,53.963,76.22,100.0,0.305,21.951,42.073,72.866,99.39,0.915,23.78,51.22,78.659,99.695,5.793,26.524,52.439,73.476,100.0,0.305,25.305,46.646,69.512,99.39,0.305,23.476,51.524,76.829,100.0,0.61,24.695,47.561,71.341,95.427,1.22,25.305,45.732,71.646,96.341,10.061,19.207,35.671,66.768,98.171,0.305,24.085,49.39,74.39,100.0,9.756,36.28,63.11,76.524,99.085,0.305,26.829,53.659,78.354,99.695,0.61,20.122,48.171,71.037,97.561,5.793,26.524,49.39,74.085,100.0,0.61,20.732,49.085,71.646,97.561,0.915,30.183,53.659,75.915,100.0,0.305,21.951,42.073,72.866,99.39,5.793,26.524,52.439,73.476,100.0,0.61,20.427,47.866,72.561,99.39,0.305,28.354,53.659,77.134,99.695,1
Positive_133,0.323,0.397,0.279,0.472,0.297,0.231,0.507,0.223,0.271,0.14,0.742,0.118,0.306,0.371,0.323,0.397,0.323,0.279,0.297,0.424,0.279,0.276,0.189,0.193,0.294,0.197,0.136,0.228,0.285,0.123,0.211,0.044,0.175,0.259,0.202,0.263,0.294,0.237,0.145,0.259,0.171,0.246,2.183,26.201,55.895,77.293,99.563,1.31,26.638,45.415,69.869,100.0,0.437,18.341,50.218,72.926,98.69,1.31,27.074,50.655,75.983,99.127,0.873,18.341,46.725,69.869,98.69,0.437,24.017,52.402,81.659,100.0,0.437,24.891,46.288,71.616,99.127,1.31,21.397,50.655,77.729,93.45,2.183,26.201,52.838,80.349,100.0,0.873,17.031,46.725,71.616,98.69,0.437,27.074,51.965,78.166,100.0,2.183,12.664,44.105,65.939,84.279,0.437,20.961,45.415,74.236,93.45,3.93,26.201,53.712,81.223,100.0,0.873,24.891,47.598,69.869,98.69,2.183,24.454,53.712,78.166,100.0,1.31,28.384,44.541,69.432,94.323,0.437,18.341,50.218,72.926,98.69,0.873,18.341,46.725,69.869,98.69,3.93,27.948,55.459,81.223,100.0,0.437,20.087,43.668,74.236,92.14,1
Positive_134,0.336,0.371,0.293,0.411,0.318,0.271,0.444,0.296,0.261,0.105,0.759,0.135,0.336,0.316,0.348,0.391,0.316,0.293,0.318,0.409,0.273,0.231,0.204,0.211,0.291,0.198,0.181,0.261,0.231,0.176,0.166,0.03,0.216,0.219,0.271,0.221,0.251,0.239,0.176,0.279,0.193,0.216,1.253,26.817,51.378,77.694,100.0,0.501,26.566,47.368,72.18,99.248,0.251,22.055,47.87,74.436,97.494,1.504,23.308,46.867,70.175,100.0,0.501,25.313,48.622,74.436,99.499,0.251,25.063,51.378,76.942,98.496,0.251,24.561,45.363,75.94,100.0,1.253,21.303,47.87,70.175,98.246,0.752,27.569,56.14,76.692,99.749,1.754,19.799,46.115,74.436,97.494,0.251,24.311,48.872,73.684,100.0,2.256,33.083,56.14,76.19,99.499,0.251,23.058,49.875,72.682,98.997,0.752,26.316,50.125,76.692,100.0,0.501,23.81,48.622,74.687,99.499,0.752,28.571,51.629,77.193,100.0,0.501,24.561,45.363,71.178,99.248,0.251,22.055,47.87,74.436,97.494,0.501,25.313,48.622,74.436,99.499,0.752,25.063,50.376,76.692,100.0,0.251,21.053,46.867,70.426,98.997,1
Positive_135,0.392,0.419,0.189,0.525,0.279,0.195,0.436,0.276,0.288,0.098,0.769,0.133,0.318,0.382,0.3,0.46,0.352,0.189,0.279,0.424,0.296,0.327,0.142,0.165,0.3,0.189,0.13,0.223,0.243,0.165,0.152,0.025,0.224,0.233,0.211,0.236,0.325,0.17,0.137,0.25,0.18,0.236,0.337,21.717,48.148,76.431,98.822,0.505,24.411,47.811,72.054,99.495,0.168,33.67,57.407,75.926,100.0,0.337,22.727,48.485,75.253,98.99,0.842,25.253,50.168,70.875,100.0,0.168,31.481,53.367,77.946,99.327,0.168,23.737,48.653,74.242,100.0,0.673,25.084,51.684,76.094,98.653,1.515,25.926,50.0,76.768,99.327,1.178,31.313,54.04,71.38,100.0,0.168,25.084,50.337,75.421,99.495,0.842,16.162,42.761,69.529,98.822,0.168,26.263,50.337,72.559,98.99,0.337,21.717,48.485,78.451,99.327,0.842,27.778,52.189,72.222,100.0,0.337,22.222,48.316,77.778,99.327,0.505,23.737,47.643,70.202,99.495,0.168,33.67,57.407,75.926,100.0,0.842,25.253,50.168,70.875,100.0,0.337,22.727,48.99,77.441,99.327,0.168,26.263,50.337,73.401,98.99,1
Positive_136,0.304,0.454,0.241,0.493,0.315,0.192,0.522,0.268,0.21,0.113,0.756,0.131,0.344,0.32,0.336,0.352,0.407,0.241,0.315,0.378,0.307,0.276,0.166,0.211,0.297,0.213,0.105,0.268,0.2,0.132,0.174,0.037,0.171,0.276,0.216,0.203,0.316,0.189,0.187,0.216,0.187,0.263,1.05,31.496,51.444,75.591,99.738,0.525,19.423,45.932,72.966,100.0,0.262,28.871,53.018,75.853,98.95,0.787,25.984,49.869,75.328,99.738,1.05,24.409,51.969,72.966,100.0,0.262,23.36,45.144,75.853,98.95,0.262,23.885,51.444,75.853,100.0,0.787,23.097,50.131,76.378,99.213,0.525,24.934,45.669,66.404,96.325,3.15,28.871,51.969,69.291,98.688,0.262,25.722,50.394,76.378,99.738,1.05,15.486,38.583,68.241,100.0,0.262,20.997,47.769,75.853,99.475,0.525,27.297,50.131,72.703,99.738,1.05,27.559,52.493,74.278,100.0,0.525,26.772,49.869,72.703,99.738,0.787,19.423,47.769,74.278,100.0,0.262,28.871,53.018,75.853,98.95,1.05,24.409,51.969,72.966,100.0,0.525,29.921,51.444,78.478,99.738,0.262,20.472,45.407,73.228,99.475,1
Positive_137,0.445,0.358,0.197,0.544,0.246,0.21,0.525,0.219,0.257,0.096,0.787,0.117,0.298,0.421,0.281,0.497,0.306,0.197,0.246,0.467,0.287,0.252,0.173,0.186,0.26,0.252,0.101,0.247,0.268,0.088,0.151,0.036,0.189,0.236,0.173,0.216,0.258,0.2,0.159,0.216,0.145,0.241,1.366,24.317,46.721,73.497,100.0,0.546,23.224,49.454,75.41,99.727,0.273,27.049,52.186,76.503,98.361,1.639,25.137,51.639,74.044,100.0,0.82,23.497,46.721,75.137,98.087,0.273,22.951,49.454,74.59,99.727,0.273,25.683,54.645,80.601,100.0,2.459,29.781,47.814,73.224,96.995,0.546,18.852,43.989,62.295,99.727,1.093,25.683,48.907,68.579,96.721,0.273,25.41,51.366,74.59,100.0,0.82,11.475,40.984,77.322,95.902,0.273,23.224,48.361,73.224,99.454,0.546,25.137,50.546,74.59,100.0,0.82,23.77,48.634,75.41,98.361,0.546,24.59,50.0,73.497,100.0,0.82,23.224,48.361,75.41,99.454,0.273,27.049,52.186,76.503,98.361,0.82,23.497,46.721,75.137,98.087,0.546,26.23,51.913,75.956,100.0,0.273,22.678,47.814,72.131,99.454,1
Positive_138,0.313,0.443,0.244,0.438,0.319,0.244,0.429,0.288,0.283,0.097,0.787,0.116,0.377,0.271,0.352,0.343,0.413,0.244,0.319,0.346,0.335,0.278,0.128,0.253,0.289,0.217,0.153,0.261,0.239,0.156,0.158,0.019,0.208,0.183,0.253,0.211,0.275,0.147,0.233,0.244,0.197,0.233,2.216,23.546,48.753,72.022,99.169,0.554,22.161,49.307,79.778,100.0,0.277,30.748,50.416,73.684,97.23,1.108,25.762,48.753,74.515,99.446,0.554,28.532,53.463,76.731,100.0,0.277,19.391,45.983,70.36,99.169,0.277,26.039,48.199,73.13,100.0,1.108,22.438,50.139,75.9,97.784,0.554,24.377,51.524,74.792,99.723,0.831,24.931,53.74,70.914,97.23,0.277,24.1,48.753,75.069,100.0,7.202,26.87,49.03,72.576,98.615,0.277,24.654,47.922,73.961,99.446,2.216,18.56,48.476,72.022,99.169,0.554,30.471,51.524,78.116,100.0,1.662,19.391,44.321,71.191,99.169,0.554,25.762,51.801,80.886,100.0,0.277,30.748,50.416,73.684,97.23,0.554,28.532,53.463,76.731,100.0,1.385,20.776,48.753,72.022,99.169,0.277,24.654,45.983,73.961,99.446,1
Positive_139,0.199,0.569,0.232,0.42,0.359,0.221,0.343,0.326,0.331,0.088,0.812,0.099,0.431,0.188,0.381,0.265,0.503,0.232,0.359,0.249,0.392,0.189,0.083,0.289,0.317,0.172,0.144,0.233,0.228,0.222,0.156,0.011,0.161,0.128,0.356,0.094,0.194,0.111,0.261,0.15,0.311,0.15,1.657,22.099,47.514,72.376,100.0,2.762,24.862,48.066,73.481,99.448,0.552,22.652,60.221,76.796,98.343,1.657,19.89,45.304,66.851,99.448,2.21,29.834,53.591,79.558,100.0,0.552,21.547,47.514,78.453,98.895,0.552,22.652,46.409,72.928,99.448,1.105,18.785,43.646,65.193,95.028,1.657,29.834,53.591,79.558,100.0,2.21,27.624,65.746,81.215,98.343,0.552,23.204,48.619,71.823,99.448,13.26,25.967,39.779,75.691,100.0,0.552,19.89,44.199,69.061,99.448,1.657,21.547,50.276,68.508,98.895,2.21,27.624,50.829,76.796,100.0,1.657,25.414,50.276,72.376,100.0,2.762,24.309,46.961,73.481,99.448,0.552,22.652,60.221,76.796,98.343,2.21,29.834,53.591,79.558,100.0,1.105,20.994,45.856,67.403,98.895,0.552,19.89,44.199,69.061,99.448,1
Positive_140,0.32,0.445,0.235,0.47,0.34,0.19,0.505,0.25,0.245,0.09,0.785,0.125,0.335,0.315,0.35,0.36,0.405,0.235,0.34,0.355,0.305,0.342,0.166,0.201,0.312,0.181,0.116,0.246,0.241,0.176,0.146,0.025,0.201,0.256,0.221,0.216,0.337,0.181,0.186,0.226,0.201,0.246,1.0,23.5,44.0,72.0,100.0,1.5,25.5,52.5,71.5,98.5,0.5,24.5,53.0,81.0,99.0,2.0,26.0,48.5,69.5,99.5,1.5,23.0,51.0,78.5,100.0,0.5,22.5,47.5,74.5,94.5,0.5,23.0,49.0,72.5,98.0,2.0,27.0,49.5,73.5,99.0,1.0,22.5,47.0,75.5,100.0,4.5,9.5,36.0,80.5,98.0,0.5,24.0,49.0,72.5,99.5,3.0,34.5,54.5,80.0,100.0,0.5,25.5,49.5,72.5,99.0,1.0,23.5,45.0,72.0,99.5,1.5,23.0,53.0,77.5,100.0,1.0,24.0,45.5,76.0,100.0,1.5,23.0,51.0,70.5,98.5,0.5,24.5,53.0,81.0,99.0,1.5,23.0,51.0,78.5,100.0,1.0,24.0,46.0,73.0,99.5,0.5,25.5,49.0,71.5,99.0,1
Positive_141,0.353,0.389,0.258,0.432,0.317,0.251,0.425,0.283,0.292,0.106,0.76,0.133,0.303,0.344,0.353,0.4,0.342,0.258,0.317,0.403,0.281,0.272,0.181,0.213,0.283,0.206,0.161,0.211,0.265,0.184,0.166,0.029,0.211,0.227,0.193,0.259,0.293,0.202,0.193,0.29,0.154,0.252,0.452,22.172,50.226,73.529,99.548,1.584,28.507,52.941,78.507,98.869,0.226,23.529,44.118,71.041,100.0,0.905,21.267,49.095,76.471,98.869,0.679,32.579,52.489,75.113,98.19,0.226,21.946,44.118,71.267,100.0,0.226,30.09,51.357,77.376,100.0,0.452,20.362,48.416,73.077,98.643,1.131,24.208,47.964,72.624,99.548,0.679,30.543,50.679,76.244,95.701,0.226,22.851,47.964,74.887,100.0,1.131,33.258,58.371,72.851,95.928,0.226,20.814,48.416,74.887,98.869,0.452,22.172,49.548,73.982,99.548,0.679,31.9,50.905,75.113,100.0,0.452,22.398,50.452,73.303,99.548,1.584,28.281,50.905,78.507,98.869,0.226,23.529,44.118,71.041,100.0,0.679,32.579,52.489,75.113,98.19,0.452,22.851,49.321,73.303,100.0,0.226,20.362,46.154,76.471,98.869,1
Positive_142,0.271,0.415,0.314,0.454,0.363,0.183,0.507,0.284,0.209,0.176,0.676,0.147,0.356,0.268,0.376,0.307,0.379,0.314,0.363,0.304,0.333,0.19,0.19,0.246,0.328,0.148,0.157,0.292,0.216,0.125,0.252,0.049,0.193,0.187,0.292,0.2,0.197,0.203,0.233,0.223,0.262,0.19,1.961,15.359,42.81,66.667,91.176,0.654,23.856,48.693,74.51,100.0,0.327,30.719,54.248,81.046,99.346,0.98,24.51,48.366,70.588,100.0,0.654,28.105,52.288,79.412,99.673,0.327,16.993,42.81,71.242,98.039,0.327,24.51,50.327,79.412,99.673,0.98,27.778,51.307,73.203,100.0,1.961,21.242,40.85,66.667,98.366,1.307,34.967,58.824,83.007,99.346,0.327,20.915,47.059,71.242,100.0,0.654,23.856,50.0,76.797,99.673,0.327,26.797,49.673,74.51,100.0,1.961,16.993,41.83,66.34,91.176,0.654,28.105,51.634,79.412,99.673,1.961,17.647,42.81,66.667,91.176,0.654,25.49,49.02,78.105,100.0,0.327,30.719,54.248,81.046,99.346,0.654,28.105,52.288,79.412,99.673,1.961,17.974,41.83,66.667,98.039,0.327,25.49,50.654,74.183,100.0,1
Positive_143,0.331,0.408,0.262,0.408,0.331,0.262,0.392,0.346,0.262,0.115,0.777,0.108,0.346,0.3,0.354,0.362,0.377,0.262,0.331,0.346,0.323,0.178,0.194,0.225,0.279,0.217,0.194,0.279,0.171,0.217,0.186,0.023,0.178,0.171,0.302,0.186,0.186,0.202,0.217,0.217,0.256,0.171,5.385,27.692,53.077,67.692,97.692,1.538,21.538,45.385,73.077,99.231,0.769,20.0,46.923,74.615,100.0,1.538,26.154,50.0,66.923,99.231,2.308,18.462,46.154,76.923,100.0,0.769,28.462,46.923,74.615,98.462,0.769,23.846,50.769,76.923,100.0,1.538,19.231,36.154,70.0,99.231,5.385,24.615,54.615,67.692,98.462,6.923,14.615,56.923,81.538,100.0,0.769,26.154,47.692,70.769,99.231,5.385,23.077,60.0,82.308,97.692,0.769,21.538,44.615,71.538,99.231,6.154,33.846,53.077,72.308,98.462,2.308,20.0,48.462,75.385,100.0,5.385,28.462,53.077,72.308,98.462,1.538,19.231,45.385,73.077,99.231,0.769,20.0,46.923,74.615,100.0,2.308,18.462,46.154,76.923,100.0,6.154,33.846,51.538,70.0,98.462,0.769,19.231,44.615,73.077,99.231,1
Positive_144,0.34,0.421,0.239,0.462,0.254,0.284,0.487,0.249,0.264,0.091,0.807,0.102,0.35,0.36,0.289,0.411,0.35,0.239,0.254,0.416,0.33,0.25,0.179,0.194,0.235,0.235,0.128,0.214,0.276,0.163,0.143,0.02,0.168,0.301,0.194,0.199,0.276,0.224,0.148,0.199,0.163,0.301,3.046,23.858,38.071,57.868,97.97,1.523,22.843,57.36,78.68,100.0,0.508,24.873,56.853,77.157,97.462,1.523,21.827,47.716,69.543,97.462,1.015,26.904,57.36,85.279,100.0,0.508,23.858,44.162,74.112,97.97,0.508,22.335,53.299,73.096,100.0,2.03,21.827,43.655,73.604,97.462,3.046,30.964,49.239,74.619,99.492,1.015,20.305,53.299,61.929,96.447,0.508,23.858,47.716,74.112,99.492,12.69,26.904,54.822,80.711,100.0,0.508,21.827,51.777,72.081,97.462,3.046,21.32,39.594,64.975,97.97,1.015,29.949,58.376,83.249,100.0,3.046,25.381,40.609,64.975,97.97,1.523,22.335,56.345,79.188,100.0,0.508,24.873,56.853,77.157,97.462,1.015,26.904,57.36,85.279,100.0,3.046,24.365,44.162,71.574,97.97,0.508,19.289,51.777,71.066,97.462,1
